brand_code_uc,brand_descr,week_end,revenue
533389,CONTIGO,2/10/2018,1355122.49
533389,CONTIGO,2/17/2018,1595181.36
533389,CONTIGO,2/24/2018,1366109.78
533389,CONTIGO,3/3/2018,1469354.64
533389,CONTIGO,3/10/2018,1374157.83
533389,CONTIGO,3/17/2018,1333305.01
533389,CONTIGO,3/24/2018,1385582.11
533389,CONTIGO,3/31/2018,1605620.04
533389,CONTIGO,4/7/2018,1120098.04
533389,CONTIGO,4/14/2018,1220315.61
533389,CONTIGO,4/21/2018,1161460.28
533389,CONTIGO,4/28/2018,1148231.76
533389,CONTIGO,5/5/2018,1201748.55
533389,CONTIGO,5/12/2018,1418924.61
533389,CONTIGO,5/19/2018,1229980.02
533389,CONTIGO,5/26/2018,1197467.71
533389,CONTIGO,6/2/2018,1311554.02
533389,CONTIGO,6/9/2018,1430214.3
533389,CONTIGO,6/16/2018,1544149.09
533389,CONTIGO,6/23/2018,1544177.15
533389,CONTIGO,6/30/2018,1601792.6
533389,CONTIGO,7/7/2018,1537484.44
533389,CONTIGO,7/14/2018,1521666.64
533389,CONTIGO,7/21/2018,1502205.76
533389,CONTIGO,7/28/2018,1641135.8
533389,CONTIGO,8/4/2018,1746506.28
533389,CONTIGO,8/11/2018,2015358.96
533389,CONTIGO,8/18/2018,2243695.16
533389,CONTIGO,8/25/2018,2143607.91
533389,CONTIGO,9/1/2018,1931950.17
533389,CONTIGO,9/8/2018,1994973.05
533389,CONTIGO,9/15/2018,1608596.29
533389,CONTIGO,9/22/2018,1553648.69
533389,CONTIGO,9/29/2018,1395541.03
533389,CONTIGO,10/6/2018,1345758.25
533389,CONTIGO,10/13/2018,1327854.69
533389,CONTIGO,10/20/2018,1297729.76
533389,CONTIGO,10/27/2018,1203113.64
533389,CONTIGO,11/3/2018,1164678.66
533389,CONTIGO,11/10/2018,1157911.28
533389,CONTIGO,11/17/2018,1560733.96
533389,CONTIGO,11/24/2018,1253144.17
533389,CONTIGO,12/1/2018,1267101.52
533389,CONTIGO,12/8/2018,1539653.39
533389,CONTIGO,12/15/2018,1997279.66
533389,CONTIGO,12/22/2018,3493096.25
533389,CONTIGO,12/29/2018,2510916.88
535500,CRAYOLA,1/6/2018,1779666.35
535500,CRAYOLA,1/13/2018,1865174.25
535500,CRAYOLA,1/20/2018,1821618.28
535500,CRAYOLA,1/27/2018,1834802.32
535500,CRAYOLA,2/3/2018,1933290.87
535500,CRAYOLA,2/10/2018,2056056.73
