brand_code_uc,brand_descr,week_end,revenue
535500,CRAYOLA,2/17/2018,2419613.76
535500,CRAYOLA,2/24/2018,1896754.55
535500,CRAYOLA,3/3/2018,2001451.43
535500,CRAYOLA,3/10/2018,2023927.99
535500,CRAYOLA,3/17/2018,2094332.34
535500,CRAYOLA,3/24/2018,2243165.84
535500,CRAYOLA,3/31/2018,3484102.21
535500,CRAYOLA,4/7/2018,1746583.92
535500,CRAYOLA,4/14/2018,1695251.38
535500,CRAYOLA,4/21/2018,1706292.43
535500,CRAYOLA,4/28/2018,1661944.79
535500,CRAYOLA,5/5/2018,1670615.57
535500,CRAYOLA,5/12/2018,1938696.67
535500,CRAYOLA,5/19/2018,1620549.96
535500,CRAYOLA,5/26/2018,1543116.81
535500,CRAYOLA,6/2/2018,1554300.02
535500,CRAYOLA,6/9/2018,1586601.48
535500,CRAYOLA,6/16/2018,1659448.82
535500,CRAYOLA,6/23/2018,1540094.45
535500,CRAYOLA,6/30/2018,1538858.47
535500,CRAYOLA,7/7/2018,1654288.18
535500,CRAYOLA,7/14/2018,2889906.58
535500,CRAYOLA,7/21/2018,5313711.12
535500,CRAYOLA,7/28/2018,5282017.51
535500,CRAYOLA,8/4/2018,7492478.41
535500,CRAYOLA,8/11/2018,7666046.62
535500,CRAYOLA,8/18/2018,7001676.03
535500,CRAYOLA,8/25/2018,5699443.2
535500,CRAYOLA,9/1/2018,4342785.33
535500,CRAYOLA,9/8/2018,3251982.73
535500,CRAYOLA,9/15/2018,2154378.23
535500,CRAYOLA,9/22/2018,1756531.29
535500,CRAYOLA,9/29/2018,1679410.25
535500,CRAYOLA,10/6/2018,1776405.57
535500,CRAYOLA,10/13/2018,1847454.76
535500,CRAYOLA,10/20/2018,1894197.96
535500,CRAYOLA,10/27/2018,1994196.4
535500,CRAYOLA,11/3/2018,2084823.87
535500,CRAYOLA,11/10/2018,2152074.02
535500,CRAYOLA,11/17/2018,2289004.86
535500,CRAYOLA,11/24/2018,2603614.12
535500,CRAYOLA,12/1/2018,2441584.14
535500,CRAYOLA,12/8/2018,3194377.94
535500,CRAYOLA,12/15/2018,3570829.42
535500,CRAYOLA,12/22/2018,4999697.18
535500,CRAYOLA,12/29/2018,2849798.64
733647,DISNEY BUENA VISTA HOME VIDEO,1/6/2018,1000851.32
733647,DISNEY BUENA VISTA HOME VIDEO,1/13/2018,890816.26
733647,DISNEY BUENA VISTA HOME VIDEO,1/20/2018,917025.06
733647,DISNEY BUENA VISTA HOME VIDEO,1/27/2018,851867.62
733647,DISNEY BUENA VISTA HOME VIDEO,2/3/2018,876461.8
733647,DISNEY BUENA VISTA HOME VIDEO,2/10/2018,915541.8
733647,DISNEY BUENA VISTA HOME VIDEO,2/17/2018,1283468.18
733647,DISNEY BUENA VISTA HOME VIDEO,2/24/2018,963238.21
733647,DISNEY BUENA VISTA HOME VIDEO,3/3/2018,9745497.38
733647,DISNEY BUENA VISTA HOME VIDEO,3/10/2018,12864904.03
733647,DISNEY BUENA VISTA HOME VIDEO,3/17/2018,5489718.98
733647,DISNEY BUENA VISTA HOME VIDEO,3/24/2018,4090054.73
733647,DISNEY BUENA VISTA HOME VIDEO,3/31/2018,18118277.67
733647,DISNEY BUENA VISTA HOME VIDEO,4/7/2018,4510678.09
733647,DISNEY BUENA VISTA HOME VIDEO,4/14/2018,2896291.76
733647,DISNEY BUENA VISTA HOME VIDEO,4/21/2018,2001736.74
733647,DISNEY BUENA VISTA HOME VIDEO,4/28/2018,1703643.28
733647,DISNEY BUENA VISTA HOME VIDEO,5/5/2018,2088172.31
733647,DISNEY BUENA VISTA HOME VIDEO,5/12/2018,1708330.18
733647,DISNEY BUENA VISTA HOME VIDEO,5/19/2018,13645145.76
733647,DISNEY BUENA VISTA HOME VIDEO,5/26/2018,4970098.1
733647,DISNEY BUENA VISTA HOME VIDEO,6/2/2018,3021588.03
733647,DISNEY BUENA VISTA HOME VIDEO,6/9/2018,3966717.2
733647,DISNEY BUENA VISTA HOME VIDEO,6/16/2018,3190636.57
733647,DISNEY BUENA VISTA HOME VIDEO,6/23/2018,1918501.45
733647,DISNEY BUENA VISTA HOME VIDEO,6/30/2018,1565268.24
733647,DISNEY BUENA VISTA HOME VIDEO,7/7/2018,1476508.11
733647,DISNEY BUENA VISTA HOME VIDEO,7/14/2018,1208775.02
733647,DISNEY BUENA VISTA HOME VIDEO,7/21/2018,1146406.35
733647,DISNEY BUENA VISTA HOME VIDEO,7/28/2018,1129258.34
733647,DISNEY BUENA VISTA HOME VIDEO,8/4/2018,1570185.32
733647,DISNEY BUENA VISTA HOME VIDEO,8/11/2018,1070536.3
733647,DISNEY BUENA VISTA HOME VIDEO,8/18/2018,14964236.69
733647,DISNEY BUENA VISTA HOME VIDEO,8/25/2018,4470043.7
733647,DISNEY BUENA VISTA HOME VIDEO,9/1/2018,2283909.9
733647,DISNEY BUENA VISTA HOME VIDEO,9/8/2018,1919461.99
733647,DISNEY BUENA VISTA HOME VIDEO,9/15/2018,1515970.56
733647,DISNEY BUENA VISTA HOME VIDEO,9/22/2018,1431702.19
733647,DISNEY BUENA VISTA HOME VIDEO,9/29/2018,7091688.25
733647,DISNEY BUENA VISTA HOME VIDEO,10/6/2018,3161022.02
733647,DISNEY BUENA VISTA HOME VIDEO,10/13/2018,2232878.14
733647,DISNEY BUENA VISTA HOME VIDEO,10/20/2018,6789468.04
733647,DISNEY BUENA VISTA HOME VIDEO,10/27/2018,2940637.73
733647,DISNEY BUENA VISTA HOME VIDEO,11/3/2018,2424958.97
733647,DISNEY BUENA VISTA HOME VIDEO,11/10/2018,10607215.9
733647,DISNEY BUENA VISTA HOME VIDEO,11/17/2018,4764657.32
733647,DISNEY BUENA VISTA HOME VIDEO,11/24/2018,8980670.44
733647,DISNEY BUENA VISTA HOME VIDEO,12/1/2018,2610762.08
733647,DISNEY BUENA VISTA HOME VIDEO,12/8/2018,3445547.71
733647,DISNEY BUENA VISTA HOME VIDEO,12/15/2018,4311314.71
733647,DISNEY BUENA VISTA HOME VIDEO,12/22/2018,6254051.06
733647,DISNEY BUENA VISTA HOME VIDEO,12/29/2018,3322797.13
541977,DIXIE EVERYDAY,1/6/2018,106279.78
541977,DIXIE EVERYDAY,1/13/2018,132202.58
541977,DIXIE EVERYDAY,1/20/2018,130888.53
541977,DIXIE EVERYDAY,1/27/2018,129031.3
541977,DIXIE EVERYDAY,2/3/2018,143135.47
541977,DIXIE EVERYDAY,2/10/2018,133060.48
541977,DIXIE EVERYDAY,2/17/2018,128684
541977,DIXIE EVERYDAY,2/24/2018,141333.09
541977,DIXIE EVERYDAY,3/3/2018,142423.23
541977,DIXIE EVERYDAY,3/10/2018,143091.23
541977,DIXIE EVERYDAY,3/17/2018,151979.88
541977,DIXIE EVERYDAY,3/24/2018,145068.56
541977,DIXIE EVERYDAY,3/31/2018,159164.04
541977,DIXIE EVERYDAY,4/7/2018,139954.08
541977,DIXIE EVERYDAY,4/14/2018,151107.8
541977,DIXIE EVERYDAY,4/21/2018,155254.14
541977,DIXIE EVERYDAY,4/28/2018,159808.92
541977,DIXIE EVERYDAY,5/5/2018,178319.79
541977,DIXIE EVERYDAY,5/12/2018,188280.51
541977,DIXIE EVERYDAY,5/19/2018,180037.38
541977,DIXIE EVERYDAY,5/26/2018,222258.12
541977,DIXIE EVERYDAY,6/2/2018,192827.53
541977,DIXIE EVERYDAY,6/9/2018,204449.42
541977,DIXIE EVERYDAY,6/16/2018,223805.54
541977,DIXIE EVERYDAY,6/23/2018,207323.65
541977,DIXIE EVERYDAY,6/30/2018,211048.9
541977,DIXIE EVERYDAY,7/7/2018,227103.34
541977,DIXIE EVERYDAY,7/14/2018,174774.1
541977,DIXIE EVERYDAY,7/21/2018,165596.12
541977,DIXIE EVERYDAY,7/28/2018,159814.03
541977,DIXIE EVERYDAY,8/4/2018,166771.25
541977,DIXIE EVERYDAY,8/11/2018,165419.5
541977,DIXIE EVERYDAY,8/18/2018,163855.03
541977,DIXIE EVERYDAY,8/25/2018,162843.6
541977,DIXIE EVERYDAY,9/1/2018,166738.52
541977,DIXIE EVERYDAY,9/8/2018,163481.12
541977,DIXIE EVERYDAY,9/15/2018,156554.69
541977,DIXIE EVERYDAY,9/22/2018,148867.32
541977,DIXIE EVERYDAY,9/29/2018,146221.31
541977,DIXIE EVERYDAY,10/6/2018,143642.66
541977,DIXIE EVERYDAY,10/13/2018,145687.89
541977,DIXIE EVERYDAY,10/20/2018,143589.59
541977,DIXIE EVERYDAY,10/27/2018,138738.92
541977,DIXIE EVERYDAY,11/3/2018,142688.73
541977,DIXIE EVERYDAY,11/10/2018,137638.24
541977,DIXIE EVERYDAY,11/17/2018,167646.6
541977,DIXIE EVERYDAY,11/24/2018,163170.59
541977,DIXIE EVERYDAY,12/1/2018,139654.98
541977,DIXIE EVERYDAY,12/8/2018,170710.61
541977,DIXIE EVERYDAY,12/15/2018,190754.48
541977,DIXIE EVERYDAY,12/22/2018,210764.4
541977,DIXIE EVERYDAY,12/29/2018,133562.7
544907,DURACELL,1/6/2018,8993658.84
544907,DURACELL,1/13/2018,7662683.76
544907,DURACELL,1/20/2018,7065904.29
544907,DURACELL,1/27/2018,6296742.3
544907,DURACELL,2/3/2018,6579707.17
544907,DURACELL,2/10/2018,6211148.2
544907,DURACELL,2/17/2018,6431341.65
544907,DURACELL,2/24/2018,6555285.76
544907,DURACELL,3/3/2018,7084163.7
544907,DURACELL,3/10/2018,7354385.37
544907,DURACELL,3/17/2018,7030407.04
544907,DURACELL,3/24/2018,6658942.27
544907,DURACELL,3/31/2018,6922852.33
544907,DURACELL,4/7/2018,6619831.83
544907,DURACELL,4/14/2018,6618738.79
544907,DURACELL,4/21/2018,6531344.3
544907,DURACELL,4/28/2018,6131358.63
544907,DURACELL,5/5/2018,6445658.02
544907,DURACELL,5/12/2018,6397827.35
544907,DURACELL,5/19/2018,6234300.85
544907,DURACELL,5/26/2018,6457546.69
544907,DURACELL,6/2/2018,6774847.89
544907,DURACELL,6/9/2018,6959928.06
544907,DURACELL,6/16/2018,6867354.81
544907,DURACELL,6/23/2018,6765465.49
544907,DURACELL,6/30/2018,7078822.72
544907,DURACELL,7/7/2018,7325076.52
544907,DURACELL,7/14/2018,6818354.99
544907,DURACELL,7/21/2018,6966386.42
544907,DURACELL,7/28/2018,6946707.17
544907,DURACELL,8/4/2018,7168543.05
544907,DURACELL,8/11/2018,7501822.71
544907,DURACELL,8/18/2018,7376834.2
544907,DURACELL,8/25/2018,7399856.25
544907,DURACELL,9/1/2018,7487770.54
544907,DURACELL,9/8/2018,7400869.08
544907,DURACELL,9/15/2018,9639917.73
544907,DURACELL,9/22/2018,7235215.96
544907,DURACELL,9/29/2018,7274058.51
544907,DURACELL,10/6/2018,7421002.37
544907,DURACELL,10/13/2018,7861511.93
544907,DURACELL,10/20/2018,8058409.79
544907,DURACELL,10/27/2018,7872184.26
544907,DURACELL,11/3/2018,8533527.72
544907,DURACELL,11/10/2018,8289537.47
544907,DURACELL,11/17/2018,9352742.12
544907,DURACELL,11/24/2018,11255448.42
544907,DURACELL,12/1/2018,12629563.47
544907,DURACELL,12/8/2018,12945538.38
544907,DURACELL,12/15/2018,12122941.42
544907,DURACELL,12/22/2018,14033236.06
544907,DURACELL,12/29/2018,15347999.18
687961,DURACELL QUANTUM,1/6/2018,860242.53
687961,DURACELL QUANTUM,1/13/2018,671643.34
687961,DURACELL QUANTUM,1/20/2018,641067.5
687961,DURACELL QUANTUM,1/27/2018,559400.37
687961,DURACELL QUANTUM,2/3/2018,587821.16
687961,DURACELL QUANTUM,2/10/2018,591339.19
687961,DURACELL QUANTUM,2/17/2018,593974.18
687961,DURACELL QUANTUM,2/24/2018,599953.36
687961,DURACELL QUANTUM,3/3/2018,652049.91
687961,DURACELL QUANTUM,3/10/2018,650105.17
687961,DURACELL QUANTUM,3/17/2018,627617.03
687961,DURACELL QUANTUM,3/24/2018,603300.71
687961,DURACELL QUANTUM,3/31/2018,674544.32
687961,DURACELL QUANTUM,4/7/2018,573284.17
687961,DURACELL QUANTUM,4/14/2018,572918.14
687961,DURACELL QUANTUM,4/21/2018,545110.39
687961,DURACELL QUANTUM,4/28/2018,531112.44
687961,DURACELL QUANTUM,5/5/2018,528909.46
687961,DURACELL QUANTUM,5/12/2018,543701.84
687961,DURACELL QUANTUM,5/19/2018,509964.21
687961,DURACELL QUANTUM,5/26/2018,556126.86
687961,DURACELL QUANTUM,6/2/2018,572568.4
687961,DURACELL QUANTUM,6/9/2018,586774.36
687961,DURACELL QUANTUM,6/16/2018,572355.4
687961,DURACELL QUANTUM,6/23/2018,581861.99
687961,DURACELL QUANTUM,6/30/2018,584235.61
687961,DURACELL QUANTUM,7/7/2018,633900.03
687961,DURACELL QUANTUM,7/14/2018,586101.08
687961,DURACELL QUANTUM,7/21/2018,593440.75
687961,DURACELL QUANTUM,7/28/2018,582983.75
687961,DURACELL QUANTUM,8/4/2018,607180.65
687961,DURACELL QUANTUM,8/11/2018,598076.2
687961,DURACELL QUANTUM,8/18/2018,663783.52
687961,DURACELL QUANTUM,8/25/2018,623663.3
687961,DURACELL QUANTUM,9/1/2018,610548.35
687961,DURACELL QUANTUM,9/8/2018,596737.99
687961,DURACELL QUANTUM,9/15/2018,948944.78
687961,DURACELL QUANTUM,9/22/2018,628664.13
687961,DURACELL QUANTUM,9/29/2018,565812.06
687961,DURACELL QUANTUM,10/6/2018,578496
687961,DURACELL QUANTUM,10/13/2018,598767.53
687961,DURACELL QUANTUM,10/20/2018,621214.03
687961,DURACELL QUANTUM,10/27/2018,594439.66
687961,DURACELL QUANTUM,11/3/2018,599561.71
687961,DURACELL QUANTUM,11/10/2018,585011.71
687961,DURACELL QUANTUM,11/17/2018,600420.83
687961,DURACELL QUANTUM,11/24/2018,682136.99
687961,DURACELL QUANTUM,12/1/2018,731177.72
687961,DURACELL QUANTUM,12/8/2018,737761.18
687961,DURACELL QUANTUM,12/15/2018,698281.53
687961,DURACELL QUANTUM,12/22/2018,763754.55
687961,DURACELL QUANTUM,12/29/2018,834500.16
544948,DURAFLAME,1/6/2018,2571770.91
544948,DURAFLAME,1/13/2018,1439215.14
544948,DURAFLAME,1/20/2018,1300079.88
544948,DURAFLAME,1/27/2018,902947.83
544948,DURAFLAME,2/3/2018,860958.62
544948,DURAFLAME,2/10/2018,840257.7
544948,DURAFLAME,2/17/2018,761052.21
544948,DURAFLAME,2/24/2018,872683.49
544948,DURAFLAME,3/3/2018,952903.48
544948,DURAFLAME,3/10/2018,1115639.22
544948,DURAFLAME,3/17/2018,819808.97
544948,DURAFLAME,3/24/2018,897000.62
544948,DURAFLAME,3/31/2018,584095.17
544948,DURAFLAME,4/7/2018,437143.07
544948,DURAFLAME,4/14/2018,397422.1
544948,DURAFLAME,4/21/2018,347575
544948,DURAFLAME,4/28/2018,199164.4
544948,DURAFLAME,5/5/2018,176818.55
544948,DURAFLAME,5/12/2018,140822.91
544948,DURAFLAME,5/19/2018,154121.11
544948,DURAFLAME,5/26/2018,161354.32
544948,DURAFLAME,6/2/2018,167770.99
544948,DURAFLAME,6/9/2018,116446.05
544948,DURAFLAME,6/16/2018,117265.16
544948,DURAFLAME,6/23/2018,106345.1
544948,DURAFLAME,6/30/2018,95579.34
544948,DURAFLAME,7/7/2018,127500.38
544948,DURAFLAME,7/14/2018,90572.39
544948,DURAFLAME,7/21/2018,74566.12
544948,DURAFLAME,7/28/2018,73380.56
544948,DURAFLAME,8/4/2018,76341.3
544948,DURAFLAME,8/11/2018,68765.61
544948,DURAFLAME,8/18/2018,64393.86
544948,DURAFLAME,8/25/2018,77473.16
544948,DURAFLAME,9/1/2018,89971.31
544948,DURAFLAME,9/8/2018,98480.95
544948,DURAFLAME,9/15/2018,130518.39
544948,DURAFLAME,9/22/2018,131314.97
544948,DURAFLAME,9/29/2018,201839.75
544948,DURAFLAME,10/6/2018,267856.92
544948,DURAFLAME,10/13/2018,416499.56
544948,DURAFLAME,10/20/2018,611407.78
544948,DURAFLAME,10/27/2018,635776.1
544948,DURAFLAME,11/3/2018,672237.19
544948,DURAFLAME,11/10/2018,808482.42
544948,DURAFLAME,11/17/2018,1201254.02
544948,DURAFLAME,11/24/2018,1623745.1
544948,DURAFLAME,12/1/2018,1317775
544948,DURAFLAME,12/8/2018,1385517.42
544948,DURAFLAME,12/15/2018,1421845.32
544948,DURAFLAME,12/22/2018,1497385.26
544948,DURAFLAME,12/29/2018,2037260.21
545320,DYSON,1/6/2018,361802.91
545320,DYSON,1/13/2018,445490.56
545320,DYSON,1/20/2018,414660.18
545320,DYSON,1/27/2018,271880.66
545320,DYSON,2/3/2018,250887.67
545320,DYSON,2/10/2018,219776.57
545320,DYSON,2/17/2018,206786.93
545320,DYSON,2/24/2018,200015.23
545320,DYSON,3/3/2018,141224.53
545320,DYSON,3/10/2018,129337.85
545320,DYSON,3/17/2018,194323.72
545320,DYSON,3/24/2018,270700.1
545320,DYSON,3/31/2018,317361.93
545320,DYSON,4/7/2018,403243.73
545320,DYSON,4/14/2018,363488.37
545320,DYSON,4/21/2018,376642.82
545320,DYSON,4/28/2018,563088.09
545320,DYSON,5/5/2018,501149.35
545320,DYSON,5/12/2018,667628.49
545320,DYSON,5/19/2018,460419.18
545320,DYSON,5/26/2018,450500.86
545320,DYSON,6/2/2018,505791.85
545320,DYSON,6/9/2018,433664.26
545320,DYSON,6/16/2018,477537.5
545320,DYSON,6/23/2018,387170.62
545320,DYSON,6/30/2018,481145.79
545320,DYSON,7/7/2018,520680.32
545320,DYSON,7/14/2018,446217.51
545320,DYSON,7/21/2018,455676.1
545320,DYSON,7/28/2018,350917.08
545320,DYSON,8/4/2018,386380.66
545320,DYSON,8/11/2018,485674.79
545320,DYSON,8/18/2018,407936.61
545320,DYSON,8/25/2018,583398.43
545320,DYSON,9/1/2018,540984.96
545320,DYSON,9/8/2018,554296.2
545320,DYSON,9/15/2018,518833.34
545320,DYSON,9/22/2018,424224.33
545320,DYSON,9/29/2018,810348.96
545320,DYSON,10/6/2018,408596.53
545320,DYSON,10/13/2018,427397.94
545320,DYSON,10/20/2018,444974.75
545320,DYSON,10/27/2018,453040.22
545320,DYSON,11/3/2018,585261.95
545320,DYSON,11/10/2018,764858.29
545320,DYSON,11/17/2018,505839.63
545320,DYSON,11/24/2018,3770043.86
545320,DYSON,12/1/2018,813721.76
545320,DYSON,12/8/2018,644442.86
545320,DYSON,12/15/2018,758259.87
545320,DYSON,12/22/2018,1413004.31
545320,DYSON,12/29/2018,955997.9
548436,ENERGIZER,1/6/2018,10235084.73
548436,ENERGIZER,1/13/2018,8316083.1
548436,ENERGIZER,1/20/2018,7881640.94
548436,ENERGIZER,1/27/2018,7376391.95
548436,ENERGIZER,2/3/2018,7079145
548436,ENERGIZER,2/10/2018,6903973.72
548436,ENERGIZER,2/17/2018,7247698.21
548436,ENERGIZER,2/24/2018,7427358.72
548436,ENERGIZER,3/3/2018,7687388.16
548436,ENERGIZER,3/10/2018,7989298.91
548436,ENERGIZER,3/17/2018,7554410.65
548436,ENERGIZER,3/24/2018,7517498.65
548436,ENERGIZER,3/31/2018,7762631.15
548436,ENERGIZER,4/7/2018,6823014.2
548436,ENERGIZER,4/14/2018,7074793.04
548436,ENERGIZER,4/21/2018,7196118.37
548436,ENERGIZER,4/28/2018,6995822.84
548436,ENERGIZER,5/5/2018,6939161.71
548436,ENERGIZER,5/12/2018,7022602.68
548436,ENERGIZER,5/19/2018,6910055.59
548436,ENERGIZER,5/26/2018,7330308.41
548436,ENERGIZER,6/2/2018,7611384.69
548436,ENERGIZER,6/9/2018,7574530.19
548436,ENERGIZER,6/16/2018,7497562.39
548436,ENERGIZER,6/23/2018,7587571.48
548436,ENERGIZER,6/30/2018,7734884.42
548436,ENERGIZER,7/7/2018,8083602.99
548436,ENERGIZER,7/14/2018,7890275.5
548436,ENERGIZER,7/21/2018,7816462.63
548436,ENERGIZER,7/28/2018,7920607.84
548436,ENERGIZER,8/4/2018,8344509.95
548436,ENERGIZER,8/11/2018,8363152.59
548436,ENERGIZER,8/18/2018,8721587.08
548436,ENERGIZER,8/25/2018,8905081.8
548436,ENERGIZER,9/1/2018,8440314.91
548436,ENERGIZER,9/8/2018,8742285.41
548436,ENERGIZER,9/15/2018,10909722.52
548436,ENERGIZER,9/22/2018,8269270.75
548436,ENERGIZER,9/29/2018,8249231.02
548436,ENERGIZER,10/6/2018,8877877.52
548436,ENERGIZER,10/13/2018,9445882.1
548436,ENERGIZER,10/20/2018,9406965.78
548436,ENERGIZER,10/27/2018,9335435.09
548436,ENERGIZER,11/3/2018,9694338.51
548436,ENERGIZER,11/10/2018,9604527.93
548436,ENERGIZER,11/17/2018,10063076.61
548436,ENERGIZER,11/24/2018,11461950.69
548436,ENERGIZER,12/1/2018,12988099.28
548436,ENERGIZER,12/8/2018,13604029.5
548436,ENERGIZER,12/15/2018,13159710.11
548436,ENERGIZER,12/22/2018,15254459.92
548436,ENERGIZER,12/29/2018,17011718.96
550090,EVEREADY GOLD,1/6/2018,409973.04
550090,EVEREADY GOLD,1/13/2018,327347.83
550090,EVEREADY GOLD,1/20/2018,300357.82
550090,EVEREADY GOLD,1/27/2018,293430.33
550090,EVEREADY GOLD,2/3/2018,302274.81
550090,EVEREADY GOLD,2/10/2018,288730.37
550090,EVEREADY GOLD,2/17/2018,294172.6
550090,EVEREADY GOLD,2/24/2018,326604.85
550090,EVEREADY GOLD,3/3/2018,375809.95
550090,EVEREADY GOLD,3/10/2018,361149.71
550090,EVEREADY GOLD,3/17/2018,340825.66
550090,EVEREADY GOLD,3/24/2018,328661.39
550090,EVEREADY GOLD,3/31/2018,339452.38
550090,EVEREADY GOLD,4/7/2018,330273.97
550090,EVEREADY GOLD,4/14/2018,317968.61
550090,EVEREADY GOLD,4/21/2018,312393.62
550090,EVEREADY GOLD,4/28/2018,299737.53
550090,EVEREADY GOLD,5/5/2018,333705.74
550090,EVEREADY GOLD,5/12/2018,304286.94
550090,EVEREADY GOLD,5/19/2018,307244.43
550090,EVEREADY GOLD,5/26/2018,324276.32
550090,EVEREADY GOLD,6/2/2018,344546.61
550090,EVEREADY GOLD,6/9/2018,344024.97
550090,EVEREADY GOLD,6/16/2018,341821.26
550090,EVEREADY GOLD,6/23/2018,328745.25
550090,EVEREADY GOLD,6/30/2018,347671.87
550090,EVEREADY GOLD,7/7/2018,367716.06
550090,EVEREADY GOLD,7/14/2018,327993.47
550090,EVEREADY GOLD,7/21/2018,331841.61
550090,EVEREADY GOLD,7/28/2018,327659.12
550090,EVEREADY GOLD,8/4/2018,360175.39
550090,EVEREADY GOLD,8/11/2018,343689.02
550090,EVEREADY GOLD,8/18/2018,338777.5
550090,EVEREADY GOLD,8/25/2018,335461.87
550090,EVEREADY GOLD,9/1/2018,354776.02
550090,EVEREADY GOLD,9/8/2018,370703.94
550090,EVEREADY GOLD,9/15/2018,530387.77
550090,EVEREADY GOLD,9/22/2018,333612.08
550090,EVEREADY GOLD,9/29/2018,347275.96
550090,EVEREADY GOLD,10/6/2018,400270.45
550090,EVEREADY GOLD,10/13/2018,470104.7
550090,EVEREADY GOLD,10/20/2018,427684.92
550090,EVEREADY GOLD,10/27/2018,379278.77
550090,EVEREADY GOLD,11/3/2018,414940.87
550090,EVEREADY GOLD,11/10/2018,410095.02
550090,EVEREADY GOLD,11/17/2018,400018.99
550090,EVEREADY GOLD,11/24/2018,447934.64
550090,EVEREADY GOLD,12/1/2018,486794.25
550090,EVEREADY GOLD,12/8/2018,540081.08
550090,EVEREADY GOLD,12/15/2018,490627.75
550090,EVEREADY GOLD,12/22/2018,568467.57
550090,EVEREADY GOLD,12/29/2018,912208.63
558929,GENERAL ELECTRIC,1/6/2018,5171500.1
558929,GENERAL ELECTRIC,1/13/2018,5132960.62
558929,GENERAL ELECTRIC,1/20/2018,4942670.69
558929,GENERAL ELECTRIC,1/27/2018,4735699.2
558929,GENERAL ELECTRIC,2/3/2018,4819710.98
558929,GENERAL ELECTRIC,2/10/2018,4481640.49
558929,GENERAL ELECTRIC,2/17/2018,4500616.16
558929,GENERAL ELECTRIC,2/24/2018,4586625.45
558929,GENERAL ELECTRIC,3/3/2018,4676554.66
558929,GENERAL ELECTRIC,3/10/2018,4410545.81
558929,GENERAL ELECTRIC,3/17/2018,4235243.08
558929,GENERAL ELECTRIC,3/24/2018,4061793.14
558929,GENERAL ELECTRIC,3/31/2018,4231481.24
558929,GENERAL ELECTRIC,4/7/2018,3836119.86
558929,GENERAL ELECTRIC,4/14/2018,3973443.03
558929,GENERAL ELECTRIC,4/21/2018,3868268.63
558929,GENERAL ELECTRIC,4/28/2018,3661799.48
558929,GENERAL ELECTRIC,5/5/2018,3554113.38
558929,GENERAL ELECTRIC,5/12/2018,3445982.29
558929,GENERAL ELECTRIC,5/19/2018,3347160.8
558929,GENERAL ELECTRIC,5/26/2018,3446017.23
558929,GENERAL ELECTRIC,6/2/2018,3473926.54
558929,GENERAL ELECTRIC,6/9/2018,3324209.38
558929,GENERAL ELECTRIC,6/16/2018,3300413.08
558929,GENERAL ELECTRIC,6/23/2018,3169945.12
558929,GENERAL ELECTRIC,6/30/2018,3317095.41
558929,GENERAL ELECTRIC,7/7/2018,3349171.2
558929,GENERAL ELECTRIC,7/14/2018,3158206.78
558929,GENERAL ELECTRIC,7/21/2018,3208293.4
558929,GENERAL ELECTRIC,7/28/2018,3280182.43
558929,GENERAL ELECTRIC,8/4/2018,3553817.63
558929,GENERAL ELECTRIC,8/11/2018,3685843.98
558929,GENERAL ELECTRIC,8/18/2018,4016476.08
558929,GENERAL ELECTRIC,8/25/2018,4093547.36
558929,GENERAL ELECTRIC,9/1/2018,3766978.38
558929,GENERAL ELECTRIC,9/8/2018,3891135.48
558929,GENERAL ELECTRIC,9/15/2018,3797833.14
558929,GENERAL ELECTRIC,9/22/2018,3677420.58
558929,GENERAL ELECTRIC,9/29/2018,3668821.1
558929,GENERAL ELECTRIC,10/6/2018,3941796.24
558929,GENERAL ELECTRIC,10/13/2018,4058689.81
558929,GENERAL ELECTRIC,10/20/2018,4100387.26
558929,GENERAL ELECTRIC,10/27/2018,4075773.6
558929,GENERAL ELECTRIC,11/3/2018,4299770.28
558929,GENERAL ELECTRIC,11/10/2018,4390643.98
558929,GENERAL ELECTRIC,11/17/2018,4545673.52
558929,GENERAL ELECTRIC,11/24/2018,5179668.06
558929,GENERAL ELECTRIC,12/1/2018,4605107.53
558929,GENERAL ELECTRIC,12/8/2018,4707320.98
558929,GENERAL ELECTRIC,12/15/2018,4492375.24
558929,GENERAL ELECTRIC,12/22/2018,4979862.6
558929,GENERAL ELECTRIC,12/29/2018,4519544.61
560405,GLADE,1/6/2018,983762.2
560405,GLADE,1/13/2018,948629.91
560405,GLADE,1/20/2018,934561.08
560405,GLADE,1/27/2018,891430.85
560405,GLADE,2/3/2018,910973.13
560405,GLADE,2/10/2018,899151.38
560405,GLADE,2/17/2018,909445.08
560405,GLADE,2/24/2018,1002343.98
560405,GLADE,3/3/2018,1110722.46
560405,GLADE,3/10/2018,1047117.88
560405,GLADE,3/17/2018,979052.87
560405,GLADE,3/24/2018,969573.69
560405,GLADE,3/31/2018,1024838.45
560405,GLADE,4/7/2018,936269.37
560405,GLADE,4/14/2018,939499.37
560405,GLADE,4/21/2018,951692.42
560405,GLADE,4/28/2018,869250.13
560405,GLADE,5/5/2018,851318.74
560405,GLADE,5/12/2018,806213.34
560405,GLADE,5/19/2018,812960.73
560405,GLADE,5/26/2018,795199.2
560405,GLADE,6/2/2018,742334.12
560405,GLADE,6/9/2018,675758.53
560405,GLADE,6/16/2018,649718.59
560405,GLADE,6/23/2018,613658.45
560405,GLADE,6/30/2018,648967.96
560405,GLADE,7/7/2018,666713.15
